0.0000E+0	2.1486E+0	2.1544E+0	2.1602E+0	2.1660E+0	2.1718E+0	2.1776E+0	2.1834E+0	2.1892E+0	2.1950E+0	2.2009E+0	2.2067E+0	2.2125E+0	2.2183E+0	2.2241E+0	2.2299E+0	2.2357E+0	2.2415E+0	2.2473E+0	2.2531E+0	2.2589E+0	2.2647E+0	2.2705E+0	2.2763E+0	2.2822E+0	2.2880E+0	2.2938E+0	2.2996E+0	2.3054E+0	2.3112E+0	2.3170E+0	2.3228E+0	2.3286E+0	2.3344E+0	2.3402E+0	2.3460E+0	2.3518E+0	2.3576E+0	2.3635E+0	2.3693E+0	2.3751E+0	2.3809E+0	2.3867E+0	2.3925E+0	2.3983E+0	2.4041E+0	2.4099E+0	2.4157E+0	2.4215E+0	2.4273E+0	2.4331E+0	2.4389E+0	2.4448E+0	2.4506E+0	2.4564E+0	2.4622E+0	2.4680E+0	2.4738E+0	2.4796E+0	2.4854E+0	2.4912E+0	2.4970E+0	2.5028E+0
2.1541E+0	-2.4810E-6	-3.1560E-6	7.2926E-6	3.3029E-6	1.1683E-5	7.2838E-6	-2.4493E-6	-2.6811E-6	-1.2712E-6	7.0117E-6	2.3382E-6	-4.5259E-6	1.2276E-7	4.5300E-6	-1.9374E-6	-1.8994E-6	-9.5266E-7	9.0042E-7	-5.7988E-7	-6.8055E-6	-1.1830E-6	1.2461E-6	4.0080E-7	2.4456E-6	2.0261E-7	3.0789E-7	5.3840E-6	3.5149E-6	3.5232E-6	9.2608E-7	2.4158E-6	8.4232E-6	-5.1213E-6	-3.4402E-7	7.5082E-6	1.4604E-6	-2.9928E-6	-5.6526E-6	6.7864E-6	5.7180E-6	-1.3489E-6	1.0655E-6	-3.9862E-6	-4.3015E-6	-1.4210E-6	1.6187E-6	3.8057E-6	-7.4580E-6	-5.3904E-6	4.4986E-6	4.5143E-6	2.2517E-6	3.8337E-6	3.1459E-7	-4.0282E-6	6.0727E-6	2.6561E-6	6.9975E-6	6.8367E-6	2.4876E-6	-4.0625E-6	-4.5980E-6
2.1568E+0	2.0375E-6	-3.7209E-8	3.8440E-6	6.0496E-7	2.6183E-7	7.8690E-6	2.3524E-6	3.0468E-7	-2.5648E-6	-3.7030E-6	2.6665E-6	2.3564E-6	1.5983E-6	3.8163E-6	3.2116E-6	5.1219E-6	6.8085E-7	-5.2002E-8	1.3947E-6	3.9917E-6	5.9066E-6	-8.6757E-7	2.0349E-6	1.4024E-6	5.0795E-7	-1.8538E-6	-2.8651E-6	-3.6628E-6	-6.3610E-6	-1.9540E-6	2.7450E-6	2.0167E-6	5.6911E-6	-1.3325E-6	-1.1076E-5	-5.2278E-6	9.1330E-8	-3.8809E-7	-7.5358E-6	-6.9749E-6	1.1786E-6	1.0049E-6	-3.2959E-6	3.6477E-6	-5.8570E-7	-4.4447E-6	-6.3148E-7	-8.5334E-7	3.7139E-6	-1.7129E-6	-7.6447E-6	-7.9531E-6	-5.3312E-6	4.9234E-6	3.4915E-6	-1.1329E-5	-9.4464E-6	-3.0939E-6	-1.6078E-6	-7.7862E-6	-4.9209E-6	4.3590E-6
2.1596E+0	7.9365E-7	-1.3027E-6	7.8608E-7	3.0472E-6	-4.5690E-7	4.4112E-6	-1.8261E-6	-4.4499E-7	5.1430E-6	-2.7447E-9	2.7762E-7	3.1078E-6	2.2259E-6	-3.3366E-6	-3.2217E-6	4.8441E-7	4.0982E-6	2.7533E-6	-1.0861E-6	8.8469E-7	4.3274E-6	-2.6815E-6	-2.1159E-6	7.0090E-7	-1.3617E-6	1.3749E-6	1.2807E-6	1.5060E-7	-2.8194E-6	-1.0199E-6	-8.1360E-7	-8.7426E-7	1.2169E-6	2.1001E-6	2.5102E-6	-2.7273E-6	-6.9391E-6	-2.9536E-7	3.0635E-6	-4.9403E-6	-2.0789E-6	3.2922E-6	-2.2791E-6	-2.6573E-6	4.1274E-6	-1.9733E-6	-2.7939E-6	3.9221E-6	4.3854E-7	1.7931E-6	-2.1442E-7	-1.3004E-6	-1.1988E-6	-3.9792E-6	3.3792E-7	1.1985E-6	7.6320E-8	-4.1810E-7	-1.9722E-6	1.3008E-6	-1.1392E-6	-4.3452E-6
2.1623E+0	4.0126E-6	1.3190E-6	-2.7309E-6	2.4713E-6	7.7182E-8	4.1365E-8	6.0483E-7	-2.8888E-6	-2.4340E-6	1.7687E-6	3.3025E-6	9.3341E-7	-1.0062E-6	1.2375E-6	7.5392E-6	1.4638E-6	4.5052E-6	2.8003E-6	-2.4143E-6	-2.7793E-8	-3.0449E-6	1.2893E-6	-3.1098E-7	2.2544E-6	2.5498E-6	7.9420E-8	-1.5054E-6	-1.8430E-6	2.0586E-6	-2.9304E-6	-2.5354E-6	-7.0358E-7	-4.4619E-7	-8.4647E-7	-1.9253E-6	-6.3261E-6	-4.8127E-6	-2.3646E-6	-2.8222E-6	1.6857E-6	-1.7359E-6	-1.8503E-7	1.2046E-6	-6.0071E-6	-5.2193E-6	2.6670E-6	1.3671E-6	-6.4009E-6	-1.2473E-6	5.6726E-6	-1.5155E-7	-2.1600E-6	5.2388E-7	-1.5984E-6	-3.2578E-6	1.4698E-6	3.1786E-7	-1.4005E-6	-1.4745E-7	-3.1930E-7	-3.7445E-7	-7.1033E-7
2.1651E+0	2.0168E-6	4.1824E-6	1.3303E-6	1.8142E-6	3.3444E-6	3.4464E-6	3.7019E-6	-6.1699E-7	1.6316E-6	2.0896E-6	3.2660E-7	5.5541E-6	7.8619E-6	4.1662E-6	5.7179E-6	4.0849E-6	1.4509E-6	-1.1900E-6	1.3173E-6	2.3149E-6	-1.1673E-6	6.6403E-7	-1.6306E-6	1.1611E-6	4.0260E-6	1.3607E-7	1.2369E-6	2.0447E-6	1.3772E-7	2.5275E-6	-1.5961E-6	-1.6920E-6	-5.6895E-6	-6.5697E-6	1.6450E-6	-3.3875E-6	-8.5734E-6	-4.0323E-6	5.0827E-7	2.3278E-7	-1.7126E-6	-9.8434E-7	-1.1497E-7	-2.0770E-7	-9.3797E-7	-2.9603E-6	-2.0966E-6	-4.8857E-6	-5.1704E-7	4.3942E-6	-2.3888E-6	-2.3130E-6	1.5133E-6	1.2493E-6	5.9109E-7	-3.9309E-7	-2.0111E-6	-1.4709E-6	-1.4554E-6	-1.3355E-6	-1.5850E-6	-3.0017E-6
2.1678E+0	-5.4832E-7	-1.6669E-6	2.2819E-6	-3.8738E-7	-7.8043E-7	3.2198E-6	-8.7995E-7	7.5706E-7	2.2224E-6	1.8693E-7	2.9430E-6	-8.4388E-7	4.0556E-6	4.1214E-6	1.6218E-6	3.9989E-6	1.6575E-6	-3.0980E-6	-3.3844E-6	1.1810E-6	-6.3544E-6	-5.4049E-6	2.1915E-6	-1.9608E-6	-3.4244E-7	1.5930E-6	-7.5593E-7	1.9040E-6	-4.0431E-6	-4.0461E-6	1.1857E-6	1.1514E-6	2.3337E-6	-3.1583E-6	-2.9509E-6	2.9961E-6	1.0162E-6	-7.0390E-7	-1.9575E-6	-3.7343E-7	-1.3461E-6	-1.8012E-6	5.8255E-6	2.6693E-6	7.4355E-7	9.1132E-7	2.4264E-7	1.7520E-6	7.9556E-7	-2.2802E-7	-2.9659E-7	-1.5550E-6	-5.7008E-6	-2.5404E-6	-3.8988E-6	-3.4748E-6	4.1988E-7	-1.4812E-6	1.6429E-6	1.8030E-6	-1.2327E-6	-3.7588E-6
2.1706E+0	2.2609E-6	2.6956E-6	8.6397E-7	-1.9659E-8	-3.7828E-6	1.8307E-6	-1.4636E-7	2.4064E-6	6.2722E-6	-3.0824E-7	1.5144E-6	1.5795E-6	-2.0512E-6	-2.4756E-6	7.1971E-6	5.6067E-6	5.0866E-6	3.6535E-6	-4.4027E-6	-7.7109E-7	-4.0090E-6	-4.1263E-6	-1.1223E-6	1.8115E-6	1.2358E-6	-1.3526E-6	7.6564E-7	-1.0973E-6	7.6429E-7	-2.2145E-6	-1.5061E-6	-3.1819E-6	-5.9432E-6	1.6960E-6	-2.0391E-6	-1.5821E-6	3.7826E-7	-1.0639E-6	-3.4542E-6	-2.8316E-6	-1.6597E-7	-3.1892E-6	-1.9729E-6	-2.1985E-6	-1.0133E-6	-6.2588E-6	-4.7233E-6	7.1078E-7	-4.4100E-6	-3.7862E-6	-1.7628E-6	1.5104E-6	3.1915E-6	-2.4982E-6	-2.6142E-6	2.9939E-6	-1.1314E-6	-1.5999E-6	4.8785E-7	1.1582E-6	1.5084E-7	-1.3628E-7
2.1733E+0	-1.6788E-6	-4.4216E-8	1.0140E-6	-2.7400E-6	-6.5332E-6	1.8917E-7	1.3211E-6	1.1156E-7	2.0744E-6	7.5827E-7	5.8764E-6	1.2071E-6	2.8717E-6	3.6965E-6	3.1529E-6	3.9766E-6	-5.9393E-7	2.4715E-6	1.5674E-6	2.8667E-7	6.1474E-7	1.8909E-6	2.7568E-6	4.5411E-7	2.3389E-7	-8.0844E-8	-8.0099E-7	-4.3026E-8	-1.2990E-6	-1.5841E-6	8.0492E-7	2.1011E-6	-7.4102E-7	-1.4765E-6	-6.3140E-7	-1.4535E-6	4.7444E-7	-1.6058E-6	-4.4537E-6	-4.3502E-6	-3.6795E-6	1.3352E-6	-1.1073E-6	-3.0065E-6	3.7953E-6	2.1308E-6	-1.3804E-6	-4.7882E-6	-1.3773E-6	-2.4151E-7	-7.4873E-6	-5.4826E-6	-4.9300E-6	-2.1271E-6	3.0068E-7	-3.1825E-6	-1.5410E-6	-1.8576E-6	1.1133E-8	-2.0076E-6	-4.3390E-6	1.0957E-6
2.1761E+0	-1.2726E-6	4.8498E-7	6.2821E-6	-2.5327E-7	-1.9966E-6	2.0370E-6	-4.9483E-7	-3.0626E-7	1.1961E-6	1.7358E-6	5.8470E-6	4.4426E-6	8.3226E-7	3.7884E-6	1.9493E-6	6.3613E-6	9.8700E-6	1.1214E-6	-3.0798E-6	-1.4422E-6	-4.9867E-6	-3.2851E-6	-6.3619E-7	-1.8915E-6	2.6366E-6	-2.8132E-6	-1.0121E-6	1.9552E-6	-4.3307E-6	-3.8758E-6	-2.4368E-6	-1.2889E-6	-6.9171E-7	2.7813E-7	-3.2004E-6	-4.0697E-6	-1.6902E-7	-1.0887E-7	-1.0703E-6	-4.6209E-6	-6.2164E-6	-1.5417E-6	-2.5132E-6	-4.8280E-6	7.6283E-7	2.6021E-6	-2.9835E-7	-3.2405E-7	-2.6682E-6	9.3541E-7	-1.6880E-6	-4.5095E-6	2.0296E-7	-3.3586E-6	-2.9704E-6	-3.4741E-6	-1.8879E-6	-2.4574E-6	-4.7735E-6	-3.5053E-6	-3.6499E-6	-1.4384E-6
